,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
0,1,Bitcoin,BTC,bitcoin,10105,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000,19328931,19328931,,1,,,,2023-03-26T19:03:00.000Z,27831.73794,14033784937,-4.0062,-0.03596604,1.79320079,-1.8595645,20.37326278,22.54509578,65.37482095,5.37958E+11,46.3253,5.84466E+11,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
1,1027,Ethereum,ETH,ethereum,6627,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2,122373866.2,,2,,,,2023-03-26T19:03:00.000Z,1767.082014,7257711005,4.6134,-0.01928836,2.16361129,-3.38762674,10.71182151,13.64538892,45.51090711,2.16245E+11,18.6198,2.16245E+11,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
2,825,Tether,USDT,tether,50172,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79022291663,83091735572,,3,,,,2023-03-26T19:03:00.000Z,1.00080317,22446938377,-5.5746,0.00546591,-0.01040987,-0.18841946,0.07065906,0.06841873,0.08557072,79085759970,6.8095,83158472334,,2023-03-26T19:03:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,05:04.0,
3,1839,BNB,BNB,bnb,1228,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157889566.6,159979963.6,,4,,,,2023-03-26T19:03:00.000Z,327.7056051,369209874.3,-12.6581,-0.00463805,2.03422194,-3.73676752,8.81502115,8.64945254,35.18864891,51741295980,4.455,52426330777,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
4,3408,USD Coin,USDC,usd-coin,11160,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33892162247,33892162247,,5,,,,2023-03-26T19:03:00.000Z,0.99996634,3514922674,-7.9259,0.00408338,0.00765853,0.01731515,0.00483377,-0.017572,-0.00538008,33891021450,2.9183,33891021450,,2023-03-26T19:03:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,05:04.0,
5,52,XRP,XRP,xrp,908,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",1E+11,50950912949,99989113908,,6,,,,2023-03-26T19:03:00.000Z,0.446734603,1253790767,-27.336,-0.38393811,-2.61258896,13.05877664,18.70425079,9.46776726,22.49938916,22761535866,1.9598,44673460295,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
6,2010,Cardano,ADA,cardano,742,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000,34731017778,35608886724,,7,,,,2023-03-26T19:03:00.000Z,0.355991648,227300745,4.4448,0.17341895,0.92811839,1.38385448,-2.59432673,-0.79561282,36.00089767,12363952253,1.0646,16019624156,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
7,3890,Polygon,MATIC,polygon,630,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000,9080469069,10000000000,,8,,,,2023-03-26T19:03:00.000Z,1.095462876,303776439.7,-9.086,-0.1188314,1.09359834,-9.29771158,-14.14025282,13.6041794,36.56394116,9947316760,0.8565,10954628758,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
8,74,Dogecoin,DOGE,dogecoin,665,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,1.32671E+11,1.32671E+11,,9,,,,2023-03-26T19:03:00.000Z,0.074441531,253758021.8,-12.6155,-0.15436907,0.54552022,-2.5517782,-7.80609168,-12.08939091,-1.51528925,9876214807,0.8504,9876214807,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
9,5426,Solana,SOL,solana,444,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383900471.7,539312704.9,,10,,,,2023-03-26T19:03:00.000Z,20.94563429,247083286.8,-18.6108,0.3706552,2.39992144,-6.19993568,-8.68619235,-11.61423116,87.67644664,8041038883,0.6924,11296246683,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
10,4687,Binance USD,BUSD,binance-usd,6476,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8024348811,8024348811,,11,,,,2023-03-26T19:03:00.000Z,0.999666431,2802149183,-3.6903,0.00586186,0.00466024,-0.0663821,-0.04834601,-0.04420734,-0.03944809,8021672137,0.6907,8021672137,,2023-03-26T19:03:00.000Z,1839,BNB,BNB,bnb,BUSD-BD1,05:04.0,
11,6636,Polkadot,DOT,polkadot-new,485,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1170521225,1296944895,,12,904869778,5448690149,,2023-03-26T19:03:00.000Z,6.021518545,116413878.8,-1.6411,-0.09288703,1.59594708,-8.56514966,-9.08355164,-3.00106194,33.10695101,7048315264,0.6069,7809577739,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
12,2,Litecoin,LTC,litecoin,892,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000,72568676.82,84000000,,13,,,,2023-03-26T19:03:00.000Z,93.37532761,506352253.3,-7.7681,0.2492154,2.44017895,8.62112712,2.07165062,6.10058302,33.03090277,6776123972,0.5835,7843527519,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
13,5994,Shiba Inu,SHIB,shiba-inu,495,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89543E+14,5.89609E+14,,14,,,,2023-03-26T19:03:00.000Z,1.06E-05,130911837.8,-11.1561,0.07163208,0.50042025,-4.99808095,-16.4024444,-6.51858521,27.30145687,6231850750,0.5366,6232545379,,2023-03-26T19:03:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,05:04.0,
14,1958,TRON,TRX,tron,743,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91099007842,91099018138,,15,71659659264,4599693245,,2023-03-26T19:03:00.000Z,0.064188042,211313947.2,-0.5815,-0.02957545,0.69243775,-4.66736366,-5.30099034,5.12488209,18.03855293,5847466975,0.5035,5847467635,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
0,1,Bitcoin,BTC,bitcoin,10105,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000,19328931,19328931,,1,,,,2023-03-26T19:04:00.000Z,27826.03426,13960939004,-4.7247,-0.06145874,1.74369487,-1.83503152,20.34969223,22.55667496,65.33716726,5.37847E+11,46.3101,5.84347E+11,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
1,1027,Ethereum,ETH,ethereum,6627,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2,122373866.2,,2,,,,2023-03-26T19:04:00.000Z,1766.621532,7200929998,3.6765,-0.06493247,2.13630877,-3.35869348,10.6438301,13.62980257,45.44925877,2.16188E+11,18.6149,2.16188E+11,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
2,825,Tether,USDT,tether,50172,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79022291663,83091735572,,3,,,,2023-03-26T19:04:00.000Z,1.000844411,22275457343,-6.5216,-0.01314387,0.02156415,-0.2117651,0.07634904,0.07274624,0.09234011,79089018918,6.8097,83161899108,,2023-03-26T19:04:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,05:39.6
3,1839,BNB,BNB,bnb,1228,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157889566.6,159979963.6,,4,,,,2023-03-26T19:04:00.000Z,327.6939344,363438845.3,-14.517,-0.02397083,2.28563326,-3.7735319,8.73757313,8.67371309,35.18860055,51739453288,4.4549,52424463689,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
4,3408,USD Coin,USDC,usd-coin,11160,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33892162247,33892162247,,5,,,,2023-03-26T19:04:00.000Z,0.999946379,3506395268,-8.3654,-0.01708642,0.03105227,-0.01170254,-0.01089394,-0.01801801,-0.0046705,33890344915,2.9182,33890344915,,2023-03-26T19:04:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,05:39.6
5,52,XRP,XRP,xrp,908,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",1E+11,50950912949,99989113908,,6,,,,2023-03-26T19:04:00.000Z,0.446757257,1245752730,-27.6667,-0.3309093,-2.21702099,13.06703965,18.63620277,9.48532102,22.52017512,22762690117,1.9599,44675725713,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
6,2010,Cardano,ADA,cardano,742,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000,34731017778,35608886724,,7,,,,2023-03-26T19:04:00.000Z,0.356129574,225010879.1,3.0689,0.2433584,1.32020606,1.40691351,-2.5301843,-0.71202927,35.98019103,12368742553,1.065,16025830814,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
7,3890,Polygon,MATIC,polygon,630,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000,9080469069,10000000000,,8,,,,2023-03-26T19:04:00.000Z,1.095274774,300698261.5,-9.6976,-0.1379181,1.27568644,-9.31740479,-14.19191146,13.64507247,36.52786422,9945608705,0.8564,10952747737,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
8,74,Dogecoin,DOGE,dogecoin,665,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,1.32671E+11,1.32671E+11,,9,,,,2023-03-26T19:04:00.000Z,0.074453022,249966397,-13.9992,-0.10659001,0.85411716,-2.53105392,-7.77501928,-12.04873429,-1.49561403,9877739284,0.8505,9877739284,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
9,5426,Solana,SOL,solana,444,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383900471.7,539312704.9,,10,,,,2023-03-26T19:04:00.000Z,20.93153472,241437235.6,-21.0582,0.31082086,2.69446541,-6.3538069,-8.76345463,-11.55163833,87.51224021,8035626054,0.6919,11288642609,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
10,4687,Binance USD,BUSD,binance-usd,6476,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8024348811,8024348811,,11,,,,2023-03-26T19:04:00.000Z,0.999800859,2786792122,-4.3061,0.01109147,0.01177039,-0.08124712,-0.04201868,-0.02537565,-0.04483575,8022750831,0.6908,8022750831,,2023-03-26T19:04:00.000Z,1839,BNB,BNB,bnb,BUSD-BD1,,05:39.6
11,6636,Polkadot,DOT,polkadot-new,485,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1170521225,1296944895,,12,904869778,5449322278,,2023-03-26T19:04:00.000Z,6.02221713,115115671.7,-3.0405,-0.06919541,1.87349077,-8.59767624,-9.10454825,-2.95837788,33.12929286,7049132973,0.607,7810483766,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
12,2,Litecoin,LTC,litecoin,892,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000,72568676.82,84000000,,13,,,,2023-03-26T19:04:00.000Z,93.35430737,497604289,-9.8964,0.21559217,2.66594199,8.59568195,2.04426989,6.01427466,32.97394067,6774598562,0.5833,7841761819,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
13,5994,Shiba Inu,SHIB,shiba-inu,495,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89543E+14,5.89609E+14,,14,,,,2023-03-26T19:04:00.000Z,1.06E-05,130170968.8,-11.9455,0.1462157,0.69488127,-4.98907504,-16.38579578,-6.43836804,27.34697576,6234031318,0.5368,6234726189,,2023-03-26T19:04:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,05:39.6
14,1958,TRON,TRX,tron,743,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91099007842,91099018138,,15,71659659264,4600611620,,2023-03-26T19:04:00.000Z,0.064200858,210236045.6,-1.1255,0.01889955,0.87998848,-4.64324679,-5.30037427,5.19772105,18.05737563,5848634481,0.5036,5848635142,,2023-03-26T19:04:00.000Z,,,,,,,05:39.6
0,1,Bitcoin,BTC,bitcoin,10105,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000,19328931,19328931,,1,,,,2023-03-26T19:03:00.000Z,27831.73794,14033784937,-4.0062,-0.03596604,1.79320079,-1.8595645,20.37326278,22.54509578,65.37482095,5.37958E+11,46.3253,5.84466E+11,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
1,1027,Ethereum,ETH,ethereum,6627,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2,122373866.2,,2,,,,2023-03-26T19:03:00.000Z,1767.082014,7257711005,4.6134,-0.01928836,2.16361129,-3.38762674,10.71182151,13.64538892,45.51090711,2.16245E+11,18.6198,2.16245E+11,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
2,825,Tether,USDT,tether,50172,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79022291663,83091735572,,3,,,,2023-03-26T19:03:00.000Z,1.00080317,22446938377,-5.5746,0.00546591,-0.01040987,-0.18841946,0.07065906,0.06841873,0.08557072,79085759970,6.8095,83158472334,,2023-03-26T19:03:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,05:04.0,
3,1839,BNB,BNB,bnb,1228,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157889566.6,159979963.6,,4,,,,2023-03-26T19:03:00.000Z,327.7056051,369209874.3,-12.6581,-0.00463805,2.03422194,-3.73676752,8.81502115,8.64945254,35.18864891,51741295980,4.455,52426330777,,2023-03-26T19:03:00.000Z,,,,,,05:04.0,
4,3408,USD Coin,USDC,usd-coin,11160,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33892162247,33892162247,,5,,,,2023-03-26T19:03:00.000Z,0.99996634,3514922674,-7.9259,0.00408338,0.00765853,0.01731515,0.00483377,-0.017572,-0.00538008,33891021450,2.9183,33891021450,,2023-03-26T19:03:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,05:04.0,
